year_film,year_ceremony,ceremony,Category,gender,name,Race,film,winner
2013,2014,86,Best Actor,Male,Bruce Dern,White,Nebraska,FALSE
2013,2014,86,Best Actor,Male,Leonardo DiCaprio,White,The Wolf of Wall Street,FALSE
2013,2014,86,Best Actor,Male,Chiwetel Ejiofor,Black,12 Years a Slave,FALSE
2013,2014,86,Best Actor in supporting role,Male,Barkhad Abdi,Black,Captain Phillips,FALSE
2013,2014,86,Best Actor in supporting role,Male,Bradley Cooper,White,American Hustle,FALSE
2013,2014,86,Best Actor in supporting role,Male,Michael Fassbender,White,12 Years a Slave,FALSE
2013,2014,86,Best Actor in supporting role,Male,Jonah Hill,White,The Wolf of Wall Street,FALSE
2013,2014,86,Best Actress,Female,Amy Adams,White,American Hustle,FALSE
2013,2014,86,Best Actress,Female,Sandra Bullock,White,Gravity,FALSE
2013,2014,86,Best Actress,Female,Judi Dench,White,Philomena,FALSE
2013,2014,86,Best Actress,Female,Meryl Streep,White,August: Osage County,FALSE
2013,2014,86,ACTRESS IN A SUPPORTING ROLE,Female,Sally Hawkins,White,Blue Jasmine,FALSE
2013,2014,86,ACTRESS IN A SUPPORTING ROLE,Female,Jennifer Lawrence,White,American Hustle,FALSE
2013,2014,86,ACTRESS IN A SUPPORTING ROLE,Female,Julia Roberts,White,August: Osage County,FALSE
2013,2014,86,ACTRESS IN A SUPPORTING ROLE,Female,June Squibb,White,Nebraska,FALSE
2014,2015,87,Best Actor,Male,Steve Carell,White,Foxcatcher,FALSE
2014,2015,87,Best Actor,Male,Bradley Cooper,White,American Sniper,FALSE
2014,2015,87,Best Actor,Male,Benedict Cumberbatch,White,The Imitation Game,FALSE
2014,2015,87,Best Actor,Male,Michael Keaton,White,Birdman or (The Unexpected Virtue of Ignorance),FALSE
2014,2015,87,Best Actor in supporting role,Male,Robert Duvall,White,The Judge,FALSE
2014,2015,87,Best Actor in supporting role,Male,Ethan Hawke,White,Boyhood,FALSE
2014,2015,87,Best Actor in supporting role,Male,Edward Norton,White,Birdman or (The Unexpected Virtue of Ignorance),FALSE
2014,2015,87,Best Actor in supporting role,Male,Mark Ruffalo,White,Foxcatcher,FALSE
2014,2015,87,Best Actress,Female,Marion Cotillard,White,"Two Days, One Night",FALSE
2014,2015,87,Best Actress,Female,Felicity Jones,White,The Theory of Everything,FALSE
2014,2015,87,Best Actress,Female,Rosamund Pike,White,Gone Girl,FALSE
2014,2015,87,Best Actress,Female,Reese Witherspoon,White,Wild,FALSE
2014,2015,87,ACTRESS IN A SUPPORTING ROLE,Female,Laura Dern,White,Wild,FALSE
2014,2015,87,ACTRESS IN A SUPPORTING ROLE,Female,Keira Knightley,White,The Imitation Game,FALSE
2014,2015,87,ACTRESS IN A SUPPORTING ROLE,Female,Emma Stone,White,Birdman or (The Unexpected Virtue of Ignorance),FALSE
2014,2015,87,ACTRESS IN A SUPPORTING ROLE,Female,Meryl Streep,White,Into the Woods,FALSE
2015,2016,88,Best Actor,Male,Bryan Cranston,White,Trumbo,FALSE
2015,2016,88,Best Actor,Male,Matt Damon,White,The Martian,FALSE
2015,2016,88,Best Actor,Male,Michael Fassbender,White,Steve Jobs,FALSE
2015,2016,88,Best Actor,Male,Eddie Redmayne,White,The Danish Girl,FALSE
2015,2016,88,Best Actor in supporting role,Male,Christian Bale,White,The Big Short,FALSE
2015,2016,88,Best Actor in supporting role,Male,Tom Hardy,White,The Revenant,FALSE
2015,2016,88,Best Actor in supporting role,Male,Mark Ruffalo,White,Spotlight,FALSE
2015,2016,88,Best Actor in supporting role,Male,Sylvester Stallone,White,Creed,FALSE
2015,2016,88,Best Actress,Female,Cate Blanchett,White,Carol,FALSE
2015,2016,88,Best Actress,Female,Jennifer Lawrence,White,Joy,FALSE
2015,2016,88,Best Actress,Female,Charlotte Rampling,White,45 Years,FALSE
2015,2016,88,Best Actress,Female,Saoirse Ronan,White,Brooklyn,FALSE
2015,2016,88,ACTRESS IN A SUPPORTING ROLE,Female,Jennifer Jason Leigh,White,The Hateful Eight,FALSE
2015,2016,88,ACTRESS IN A SUPPORTING ROLE,Female,Rooney Mara,White,Carol,FALSE
2015,2016,88,ACTRESS IN A SUPPORTING ROLE,Female,Rachel McAdams,White,Spotlight,FALSE
2015,2016,88,ACTRESS IN A SUPPORTING ROLE,Female,Kate Winslet,White,Steve Jobs,FALSE
2016,2017,89,Best Actor,Male,Andrew Garfield,White,Hacksaw Ridge,FALSE
2016,2017,89,Best Actor,Male,Ryan Gosling,White,La La Land,FALSE
2016,2017,89,Best Actor,Male,Viggo Mortensen,White,Captain Fantastic,FALSE
2016,2017,89,Best Actor,Male,Denzel Washington,Black,Fences,FALSE
2016,2017,89,Best Actor in supporting role,Male,Jeff Bridges,White,Hell or High Water,FALSE
2016,2017,89,Best Actor in supporting role,Male,Lucas Hedges,White,Manchester by the Sea,FALSE
2016,2017,89,Best Actor in supporting role,Male,Dev Patel,Asian,Lion,FALSE
2016,2017,89,Best Actor in supporting role,Male,Michael Shannon,White,Nocturnal Animals,FALSE
2016,2017,89,Best Actress,Female,Isabelle Huppert,White,Elle,FALSE
2016,2017,89,Best Actress,Female,Ruth Negga,Black,Loving,FALSE
2016,2017,89,Best Actress,Female,Natalie Portman,Asian,Jackie,FALSE
2016,2017,89,Best Actress,Female,Meryl Streep,White,Florence Foster Jenkins,FALSE
2016,2017,89,ACTRESS IN A SUPPORTING ROLE,Female,Naomie Harris,Black,Moonlight,FALSE
2016,2017,89,ACTRESS IN A SUPPORTING ROLE,Female,Nicole Kidman,White,Lion,FALSE
2016,2017,89,ACTRESS IN A SUPPORTING ROLE,Female,Octavia Spencer,Black,Hidden Figures,FALSE
2016,2017,89,ACTRESS IN A SUPPORTING ROLE,Female,Michelle Williams,White,Manchester by the Sea,FALSE
2017,2018,90,Best Actor,Male,Timothée Chalamet,White,Call Me by Your Name,FALSE
2017,2018,90,Best Actor,Male,Daniel Day-Lewis,White,Phantom Thread,FALSE
2017,2018,90,Best Actor,Male,Daniel Kaluuya,Black,Get Out,FALSE
2017,2018,90,Best Actor,Male,Denzel Washington,Black,"Roman J. Israel, Esq.",FALSE
2017,2018,90,Best Actor in supporting role,Male,Willem Dafoe,White,The Florida Project,FALSE
2017,2018,90,Best Actor in supporting role,Male,Woody Harrelson,White,"Three Billboards outside Ebbing, Missouri",FALSE
2017,2018,90,Best Actor in supporting role,Male,Richard Jenkins,White,The Shape of Water,FALSE
2017,2018,90,Best Actor in supporting role,Male,Christopher Plummer,White,All the Money in the World,FALSE
2017,2018,90,Best Actress,Female,Sally Hawkins,White,The Shape of Water,FALSE
2017,2018,90,Best Actress,Female,Margot Robbie,White,"I, Tonya",FALSE
2017,2018,90,Best Actress,Female,Saoirse Ronan,White,Lady Bird,FALSE
2017,2018,90,Best Actress,Female,Meryl Streep,White,The Post,FALSE
2017,2018,90,ACTRESS IN A SUPPORTING ROLE,Female,Mary J. Blige,Black,Mudbound,FALSE
2017,2018,90,ACTRESS IN A SUPPORTING ROLE,Female,Lesley Manville,White,Phantom Thread,FALSE
2017,2018,90,ACTRESS IN A SUPPORTING ROLE,Female,Laurie Metcalf,White,Lady Bird,FALSE
2017,2018,90,ACTRESS IN A SUPPORTING ROLE,Female,Octavia Spencer,Black,The Shape of Water,FALSE
2018,2019,91,Best Actor,Male,Christian Bale,White,Vice,FALSE
2018,2019,91,Best Actor,Male,Bradley Cooper,White,A Star Is Born,FALSE
2018,2019,91,Best Actor,Male,Willem Dafoe,White,At Eternity's Gate,FALSE
2018,2019,91,Best Actor,Male,Viggo Mortensen,White,Green Book,FALSE
2018,2019,91,Best Actor in supporting role,Male,Adam Driver,White,BlacKkKlansman,FALSE
2018,2019,91,Best Actor in supporting role,Male,Sam Elliott,White,A Star Is Born,FALSE
2018,2019,91,Best Actor in supporting role,Male,Richard E. Grant,White,Can You Ever Forgive Me?,FALSE
2018,2019,91,Best Actor in supporting role,Male,Sam Rockwell,White,Vice,FALSE
2018,2019,91,Best Actress,Female,Yalitza Aparicio,White,Roma,FALSE
2018,2019,91,Best Actress,Female,Glenn Close,White,The Wife,FALSE
2018,2019,91,Best Actress,Female,Lady Gaga,White,A Star Is Born,FALSE
2018,2019,91,Best Actress,Female,Melissa McCarthy,White,Can You Ever Forgive Me?,FALSE
2018,2019,91,ACTRESS IN A SUPPORTING ROLE,Female,Amy Adams,White,Vice,FALSE
2018,2019,91,ACTRESS IN A SUPPORTING ROLE,Female,Marina de Tavira,White,Roma,FALSE
2018,2019,91,ACTRESS IN A SUPPORTING ROLE,Female,Emma Stone,White,The Favourite,FALSE
2018,2019,91,ACTRESS IN A SUPPORTING ROLE,Female,Rachel Weisz,White,The Favourite,FALSE
2019,2020,92,Best Actor,Male,Antonio Banderas,White,Pain and Glory,FALSE
2019,2020,92,Best Actor,Male,Leonardo DiCaprio,White,Once upon a Time...in Hollywood,FALSE
2019,2020,92,Best Actor,Male,Adam Driver,White,Marriage Story,FALSE
2019,2020,92,Best Actor,Male,Jonathan Pryce,White,The Two Popes,FALSE
2019,2020,92,Best Actor in supporting role,Male,Tom Hanks,White,A Beautiful Day in the Neighborhood,FALSE
2019,2020,92,Best Actor in supporting role,Male,Anthony Hopkins,White,The Two Popes,FALSE
2019,2020,92,Best Actor in supporting role,Male,Al Pacino,White,The Irishman,FALSE
2019,2020,92,Best Actor in supporting role,Male,Joe Pesci,White,The Irishman,FALSE
2019,2020,92,Best Actress,Female,Cynthia Erivo,Black,Harriet,FALSE
2019,2020,92,Best Actress,Female,Scarlett Johansson,White,Marriage Story,FALSE
2019,2020,92,Best Actress,Female,Saoirse Ronan,White,Little Women,FALSE
2019,2020,92,Best Actress,Female,Charlize Theron,White,Bombshell,FALSE
2019,2020,92,ACTRESS IN A SUPPORTING ROLE,Female,Kathy Bates,White,Richard Jewell,FALSE
2019,2020,92,ACTRESS IN A SUPPORTING ROLE,Female,Scarlett Johansson,White,Jojo Rabbit,FALSE
2019,2020,92,ACTRESS IN A SUPPORTING ROLE,Female,Florence Pugh,White,Little Women,FALSE
2019,2020,92,ACTRESS IN A SUPPORTING ROLE,Female,Margot Robbie,White,Bombshell,FALSE
1927,1928,1,PRODUCTION DESIGN,Male,Rochus Gliese,White,Sunrise,FALSE
1927,1928,1,PRODUCTION DESIGN,Male,William Cameron Menzies,White,The Dove;,TRUE
1927,1928,1,PRODUCTION DESIGN,Male,Harry Oliver,White,7th Heaven,FALSE
1927,1928,1,CINEMATOGRAPHY,Male,George Barnes,White,The Devil Dancer;,FALSE
1927,1928,1,CINEMATOGRAPHY,Male,Charles Rosher,White,Sunrise,TRUE
1927,1928,1,CINEMATOGRAPHY,Male,Karl Struss,White,Sunrise,TRUE
1927,1928,1,DIRECTING (Comedy Picture),Male,Lewis Milestone,White,Two Arabian Knights,TRUE
1927,1928,1,DIRECTING (Comedy Picture),Male,Ted Wilde,White,Speedy,FALSE
1927,1928,1,DIRECTING (Dramatic Picture),Male,Frank Borzage,White,7th Heaven,TRUE
1927,1928,1,DIRECTING (Dramatic Picture),Male,Herbert Brenon,White,Sorrell and Son,FALSE
1927,1928,1,DIRECTING (Dramatic Picture),Male,King Vidor,White,The Crowd,FALSE
1927,1928,1,ENGINEERING EFFECTS,Male,Ralph Hammeras,White,,FALSE
1927,1928,1,ENGINEERING EFFECTS,Male,Roy Pomeroy,White,Wings,TRUE
1927,1928,1,ENGINEERING EFFECTS,Male,Nugent Slaughter,White,,FALSE
1927,1928,1,BEST PICTURE,Male,The Caddo Company,White,The Racket,FALSE
1927,1928,1,BEST PICTURE,Male,Fox,White,7th Heaven,FALSE
1927,1928,1,BEST PICTURE,Male,Paramount Famous Lasky,White,Wings,TRUE
1927,1928,1,UNIQUE AND ARTISTIC PICTURE,Male,Fox,White,Sunrise,TRUE
1927,1928,1,UNIQUE AND ARTISTIC PICTURE,Male,Metro-Goldwyn-Mayer,White,The Crowd,FALSE
1927,1928,1,UNIQUE AND ARTISTIC PICTURE,Male,Paramount Famous Lasky,White,Chang,FALSE
1927,1928,1,WRITING (Adapted Screenplay),Male,Alfred Cohn,White,The Jazz Singer,FALSE
1927,1928,1,WRITING (Adapted Screenplay),Male,Anthony Coldeway,White,Glorious Betsy,FALSE
1927,1928,1,WRITING (Adapted Screenplay),Male,Benjamin Glazer,White,7th Heaven,TRUE
1927,1928,1,WRITING (Original Story),Male,Lajos Biro,White,The Last Command,FALSE
1927,1928,1,WRITING (Original Story),Male,Ben Hecht,White,Underworld,TRUE
1927,1928,1,WRITING (Title Writing),Male,Gerald Duffy,White,The Private Life of Helen of Troy,FALSE
1927,1928,1,WRITING (Title Writing),Male,Joseph Farnham,White,,TRUE
1927,1928,1,WRITING (Title Writing),Male,"George Marion, Jr.",White,,FALSE
1927,1928,1,SPECIAL AWARD,Male, Warner Bros.,White,,TRUE
1927,1928,1,SPECIAL AWARD,Male, Charles Chaplin,White,,TRUE
1928,1929,2,PRODUCTION DESIGN,Male,Hans Dreier,White,The Patriot,FALSE
1928,1929,2,PRODUCTION DESIGN,Male,Cedric Gibbons,White,The Bridge of San Luis Rey,TRUE
1928,1929,2,PRODUCTION DESIGN,Male,Mitchell Leisen,White,Dynamite,FALSE
1928,1929,2,PRODUCTION DESIGN,Male,William Cameron Menzies,White,Alibi;,FALSE
1928,1929,2,PRODUCTION DESIGN,Male,Harry Oliver,White,Street Angel,FALSE
1928,1929,2,CINEMATOGRAPHY,Male,George Barnes,White,Our Dancing Daughters,FALSE
1928,1929,2,CINEMATOGRAPHY,Male,Clyde De Vinna,White,White Shadows in the South Seas,TRUE
1928,1929,2,CINEMATOGRAPHY,Male,Arthur Edeson,White,In Old Arizona,FALSE
1928,1929,2,CINEMATOGRAPHY,Male,Ernest Palmer,White,Four Devils;,FALSE
1928,1929,2,CINEMATOGRAPHY,Male,John Seitz,White,The Divine Lady,FALSE
1928,1929,2,DIRECTING,Male,Lionel Barrymore,White,Madame X,FALSE
1928,1929,2,DIRECTING,Male,Harry Beaumont,White,The Broadway Melody,FALSE
1928,1929,2,DIRECTING,Male,Irving Cummings,White,In Old Arizona,FALSE
1928,1929,2,DIRECTING,Male,Frank Lloyd,White,The Divine Lady,TRUE
1928,1929,2,DIRECTING,Male,Frank Lloyd,White,Drag;,FALSE
1928,1929,2,DIRECTING,Male,Ernst Lubitsch,White,The Patriot,FALSE
1928,1929,2,BEST PICTURE,Male,Feature Productions,White,Alibi,FALSE
1928,1929,2,BEST PICTURE,Male,Fox,White,In Old Arizona,FALSE
1928,1929,2,BEST PICTURE,Male,Metro-Goldwyn-Mayer,White,The Broadway Melody,TRUE
1928,1929,2,BEST PICTURE,Male,Metro-Goldwyn-Mayer,White,Hollywood Revue,FALSE
1928,1929,2,BEST PICTURE,Male,Paramount Famous Lasky,White,The Patriot,FALSE
1928,1929,2,WRITING (Adapted Screenplay),Male,Tom Barry,White,In Old Arizona;,FALSE
1928,1929,2,WRITING (Adapted Screenplay),Male,Elliott Clawson,White,The Cop;,FALSE
1928,1929,2,WRITING (Adapted Screenplay),Male,Hans Kraly,White,The Last of Mrs. Cheyney,FALSE
1928,1929,2,WRITING (Adapted Screenplay),Male,Hans Kraly,White,The Patriot,TRUE
1928,1929,2,WRITING (Adapted Screenplay),Female,Josephine Lovett,White,Our Dancing Daughters,FALSE
1928,1929,2,WRITING (Adapted Screenplay),Female,Bess Meredyth,White,A Woman of Affairs;,FALSE
1929,1930,3,PRODUCTION DESIGN,Male,(William Cameron Menzies),White,Bulldog Drummond,FALSE
1929,1930,3,PRODUCTION DESIGN,Male,Herman Rosse,White,King of Jazz,TRUE
1929,1930,3,PRODUCTION DESIGN,Male,(Hans Dreier),White,The Love Parade,FALSE
1929,1930,3,PRODUCTION DESIGN,Male,(Jack Okey),White,Sally,FALSE
1929,1930,3,PRODUCTION DESIGN,Male,(Hans Dreier),White,The Vagabond King,FALSE
1929,1930,3,CINEMATOGRAPHY,Male,(Arthur Edeson),White,All Quiet on the Western Front,FALSE
1929,1930,3,CINEMATOGRAPHY,Male,(William Daniels),White,Anna Christie,FALSE
1929,1930,3,CINEMATOGRAPHY,Male,"(Gaetano Gaudio), (Harry Perry)",White,Hell's Angels,FALSE
1929,1930,3,CINEMATOGRAPHY,Male,(Victor Milner),White,The Love Parade,FALSE
1929,1930,3,CINEMATOGRAPHY,Male,"Joseph T. Rucker, Willard Van Der Veer",White,With Byrd at the South Pole,TRUE
1929,1930,3,DIRECTING,Male,Clarence Brown,White,Anna Christie;,FALSE
1929,1930,3,DIRECTING,Male,Robert Leonard,White,The Divorcee,FALSE
1929,1930,3,DIRECTING,Male,Ernst Lubitsch,White,The Love Parade,FALSE
1929,1930,3,DIRECTING,Male,Lewis Milestone,White,All Quiet on the Western Front,TRUE
1929,1930,3,DIRECTING,Male,King Vidor,White,Hallelujah,FALSE
1929,1930,3,BEST PICTURE,Male,Universal,White,All Quiet on the Western Front,TRUE
1929,1930,3,BEST PICTURE,Male,Cosmopolitan,White,The Big House,FALSE
1929,1930,3,BEST PICTURE,Male,Warner Bros.,White,Disraeli,FALSE
1929,1930,3,BEST PICTURE,Male,Metro-Goldwyn-Mayer,White,The Divorcee,FALSE
1929,1930,3,BEST PICTURE,Male,Paramount Famous Lasky,White,The Love Parade,FALSE
1929,1930,3,SOUND RECORDING,Male,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",White,The Big House,TRUE
1929,1930,3,SOUND RECORDING,Male,"(RKO Radio Studio Sound Department, John Tribby, Sound Director)",White,The Case of Sergeant Grischa,FALSE
1929,1930,3,SOUND RECORDING,Male,"(Paramount Famous Lasky Studio Sound Department, Franklin Hansen, Sound Director)",White,The Love Parade,FALSE
1929,1930,3,SOUND RECORDING,Male,"(United Artists Studio Sound Department, Oscar Lagerstrom, Sound Director)",White,Raffles,FALSE
1929,1930,3,SOUND RECORDING,Male,"(First National Studio Sound Department, George Groves, Sound Director)",White,Song of the Flame,FALSE
1929,1930,3,WRITING (Adapted Screenplay),Male,"(George Abbott), (Maxwell Anderson), (Del Andrews)",White,All Quiet on the Western Front,FALSE
1929,1930,3,WRITING (Adapted Screenplay),Female,Frances Marion,White,The Big House,TRUE
1929,1930,3,WRITING (Adapted Screenplay),Male,(Julian Josephson),White,Disraeli,FALSE
1929,1930,3,WRITING (Adapted Screenplay),Male,(John Meehan),White,The Divorcee,FALSE
1929,1930,3,WRITING (Adapted Screenplay),Male,(Howard Estabrook),White,Street of Chance,FALSE
1930,1931,4,PRODUCTION DESIGN,Male,Max Rée,White,Cimarron,TRUE
1930,1931,4,PRODUCTION DESIGN,Male,"Stephen Goosson, Ralph Hammeras",White,Just Imagine,FALSE
1930,1931,4,PRODUCTION DESIGN,Male,Hans Dreier,White,Morocco,FALSE
1930,1931,4,PRODUCTION DESIGN,Male,Anton Grot,White,Svengali,FALSE
1930,1931,4,PRODUCTION DESIGN,Male,Richard Day,White,Whoopee!,FALSE
1930,1931,4,CINEMATOGRAPHY,Male,Edward Cronjager,White,Cimarron,FALSE
1930,1931,4,CINEMATOGRAPHY,Male,Lee Garmes,White,Morocco,FALSE
1930,1931,4,CINEMATOGRAPHY,Male,Charles Lang,White,The Right to Love,FALSE
1930,1931,4,CINEMATOGRAPHY,Male,"Barney ""Chick"" McGill",White,Svengali,FALSE
1930,1931,4,CINEMATOGRAPHY,Male,Floyd Crosby,White,Tabu,TRUE
1930,1931,4,DIRECTING,Male,Wesley Ruggles,White,Cimarron,FALSE
1930,1931,4,DIRECTING,Male,Clarence Brown,White,A Free Soul,FALSE
1930,1931,4,DIRECTING,Male,Lewis Milestone,White,The Front Page,FALSE
1930,1931,4,DIRECTING,Male,Josef Von Sternberg,White,Morocco,FALSE
1930,1931,4,DIRECTING,Male,Norman Taurog,White,Skippy,TRUE
1930,1931,4,BEST PICTURE,Male,RKO Radio,White,Cimarron,TRUE
1930,1931,4,BEST PICTURE,Male,Fox,White,East Lynne,FALSE
1930,1931,4,BEST PICTURE,Male,The Caddo Company,White,The Front Page,FALSE
1930,1931,4,BEST PICTURE,Male,Paramount Publix,White,Skippy,FALSE
1930,1931,4,BEST PICTURE,Male,Metro-Goldwyn-Mayer,White,Trader Horn,FALSE
1930,1931,4,SOUND RECORDING,Male,Samuel Goldwyn - United Artists Studio Sound Department,White,,FALSE
1930,1931,4,SOUND RECORDING,Male,Metro-Goldwyn-Mayer Studio Sound Department,White,,FALSE
1930,1931,4,SOUND RECORDING,Male,Paramount Publix Studio Sound Department,White,,TRUE
1930,1931,4,SOUND RECORDING,Male,RKO Radio Studio Sound Department,White,,FALSE
1930,1931,4,WRITING (Adapted Screenplay),Male,Howard Estabrook,White,Cimarron,TRUE
1930,1931,4,WRITING (Adapted Screenplay),Male,"Seton I. Miller, Fred Niblo, Jr.",White,The Criminal Code,FALSE
1930,1931,4,WRITING (Adapted Screenplay),Male,Horace Jackson,White,Holiday,FALSE
1930,1931,4,WRITING (Adapted Screenplay),Male,"Francis Faragoh, Robert N. Lee",White,Little Caesar,FALSE
1930,1931,4,WRITING (Adapted Screenplay),Male,"Joseph L. Mankiewicz, Sam Mintz",White,Skippy,FALSE
1930,1931,4,WRITING (Original Story),Male,John Monk Saunders,White,The Dawn Patrol,TRUE
1930,1931,4,WRITING (Original Story),Male,Rowland Brown,White,The Doorway to Hell,FALSE
1930,1931,4,WRITING (Original Story),Male,"Harry d'Abbadie d'Arrast, Douglas Doty, Donald Ogden Stewart",White,Laughter,FALSE
1930,1931,4,WRITING (Original Story),Male,"John Bright, Kubec Glasmon",White,The Public Enemy,FALSE
1930,1931,4,WRITING (Original Story),Male,"Lucien Hubbard, Joseph Jackson",White,Smart Money,FALSE
1931,1932,5,PRODUCTION DESIGN,Male,Lazare Meerson,White,À Nous la Liberté,FALSE
1931,1932,5,PRODUCTION DESIGN,Male,Richard Day,White,Arrowsmith,FALSE
1931,1932,5,PRODUCTION DESIGN,Male,Gordon Wiles,White,Transatlantic,TRUE
1931,1932,5,CINEMATOGRAPHY,Male,Ray June,White,Arrowsmith,FALSE
1931,1932,5,CINEMATOGRAPHY,Male,Karl Struss,White,Dr. Jekyll and Mr. Hyde,FALSE
1931,1932,5,CINEMATOGRAPHY,Male,Lee Garmes,White,Shanghai Express,TRUE
1931,1932,5,DIRECTING,Male,Frank Borzage,White,Bad Girl,TRUE
1931,1932,5,DIRECTING,Male,King Vidor,White,The Champ,FALSE
1931,1932,5,DIRECTING,Male,Josef Von Sternberg,White,Shanghai Express,FALSE
1931,1932,5,BEST PICTURE,Male,Samuel Goldwyn Productions,White,Arrowsmith,FALSE
1931,1932,5,BEST PICTURE,Male,Fox,White,Bad Girl,FALSE
